Year,WheatType,State,Acre1000,YieldBu,Prod1000Bu,StemPer,LeafPer,StripePer
1963,All wheat,Michigan,1060,38,40280,0,0,0
1963,All wheat,Minnesota,877,24.7,21697,0,0,0
1963,All wheat,Missouri,1191,33,39303,0,3,0
1963,All wheat,Montana,3817,23.5,89869,0.5,0,0
1963,All wheat,Nebraska,2953,21.5,63490,0,0,0
1963,All wheat,North Dakota,5644,22.3,125608,2.6,3,0
1963,All wheat,Ohio,1415,38,53770,0,0,0
1963,All wheat,Oklahoma,3591,21,75411,0,1.5,0
1963,All wheat,Oregon,789,35.5,27998,0,0,5
1963,All wheat,Pennsylvania,487,30.5,14854,0,2,0
1963,All wheat,South Dakota,2013,14.6,29368,0.3,8,0
1963,All wheat,Texas,2321,18.5,42938,0,0,0
1963,All wheat,Virginia,179,22.5,4028,0,0,0
1963,All wheat,Washington,1903,37.4,71234,0,0,4
1963,All wheat,West Virginia,19,26,494,0,0,0
1963,All wheat,Wisconsin,56,37.1,2076,0.3,0,0
1963,All wheat,Wyoming,241,21.1,5091,0,0,0
1964,All wheat,Colorado,1777,15.6,27664,0,0,0
1964,All wheat,Illinois,1928,36,69408,0.6,1.5,0
1964,All wheat,Indiana,1410,36.5,51465,1,0,0
1964,All wheat,Iowa,94,27.8,2612,3,3,0
1964,All wheat,Kansas,9576,22.5,215460,0,0.6,0
1964,All wheat,Michigan,1007,39,39273,0,0,0
1964,All wheat,Minnesota,925,23,21280,0,1.8,0
1964,All wheat,Missouri,1429,32.5,46442,0.5,7,0
1964,All wheat,Montana,3724,24.4,90821,0,0,0
1964,All wheat,Nebraska,2953,25,73825,0.5,0,0
1964,All wheat,North Dakota,6241,24.2,150842,0,1.9,0
1964,All wheat,Ohio,1373,33,45309,0,0,0
1964,All wheat,Oklahoma,4201,23,96623,2,1,0
1964,All wheat,Oregon,791,34.6,27385,0,0,0
1964,All wheat,Pennsylvania,477,31,14787,0,2,0
1964,All wheat,South Dakota,2139,17.6,37563,2.7,6,0
1964,All wheat,Texas,3017,20.5,61848,0,0,0
1964,All wheat,Virginia,215,29,6235,0,0,0
1964,All wheat,Washington,2019,40.7,82206,0,0,0
1964,All wheat,West Virginia,20,27,540,0,0,0
1964,All wheat,Wisconsin,58,34.7,2013,0,0,0
1964,All wheat,Wyoming,224,23.7,5304,0,0,0
1965,All wheat,Colorado,1329,15.7,20809,0,0,0
1965,All wheat,Illinois,1603,35.5,56906,0,0,0
1965,All wheat,Indiana,1156,34,39304,0,0,0
1965,All wheat,Iowa,41,19,779,0,0,0
1965,All wheat,Kansas,10151,24,243624,2,2,0
1965,All wheat,Michigan,836,33,27588,0,0,0
1965,All wheat,Minnesota,797,27.8,22124,0,9,0
1965,All wheat,Missouri,1186,27.5,32615,0,0,0
1965,All wheat,Montana,3998,25.6,102475,4.9,0,0
1965,All wheat,Nebraska,2805,20,56100,15,5,0
1965,All wheat,North Dakota,6786,26.5,179706,0.1,6.8,0
1965,All wheat,Ohio,1195,32,38240,0,0,0
1965,All wheat,Oklahoma,4747,28,132916,0,1,0
1965,All wheat,Oregon,810,37.4,30303,0,0,0
1965,All wheat,Pennsylvania,420,34,14280,0,0,0
1965,All wheat,South Dakota,2034,18,36624,14.4,13.5,0
1965,All wheat,Texas,3228,22.5,72630,0,4,0
1965,All wheat,Virginia,183,30,5490,0,0,0
1965,All wheat,Washington,2268,40,90796,0,0,0
1965,All wheat,West Virginia,19,29,551,0,0,0
1965,All wheat,Wisconsin,38,32.4,1230,0.2,0.5,0
1965,All wheat,Wyoming,208,12.8,2664,8,2,0
1966,All wheat,Colorado,2371,18.1,42808,0,8,0
1966,All wheat,Idaho,944,38.5,38278,0,0,0
1966,All wheat,Illinois,1424,41,58384,0,0,0
1966,All wheat,Indiana,958,44,42152,0,0,0
1966,All wheat,Iowa,52,33,1716,0,0,0
1966,All wheat,Kansas,10260,19.5,200070,0,0,0
1966,All wheat,Kentucky,170,34,5780,0,0,0
1966,All wheat,Michigan,762,40,30480,0,0,0
1966,All wheat,Minnesota,799,22.9,18318,0,1.8,0
1966,All wheat,Missouri,1210,34,41140,0,0,0
1966,All wheat,Montana,3802,26.6,101212,0,0.3,0
1966,All wheat,Nebraska,2945,35,103075,0,0,0
1966,All wheat,North Dakota,6737,23.4,157586,0,2.6,0
1966,All wheat,Ohio,1183,39,46137,0,0,0
1966,All wheat,Oklahoma,4700,21,98700,0,1,0
1966,All wheat,Oregon,785,33.8,26510,0,1,0
1966,All wheat,Pennsylvania,400,36,14400,0,0,0
1966,All wheat,South Dakota,2153,18.2,39296,0,1.3,0
1966,All wheat,Texas,3229,22.5,72652,0.01,1.5,0
1966,All wheat,Virginia,145,31,4495,0,0,0
1966,All wheat,Washington,2266,39.8,90243,0,1,0
1966,All wheat,West Virginia,17,28.5,484,0,0,0
1966,All wheat,Wisconsin,44,35.7,1570,0.1,0.6,0
1966,All wheat,Wyoming,239,19.8,4744,0,0,0
1967,All wheat,Colorado,1945,19.5,38029,1,1,0
1967,All wheat,Idaho,1285,44.3,56905,0,0,0
1967,All wheat,Illinois,1964,39,76596,0,0,0
1967,All wheat,Indiana,1308,37,48396,0,0,0
1967,All wheat,Iowa,65,26,1690,0.5,0,0
1967,All wheat,Kansas,11081,20,221620,0,0,0
1967,All wheat,Kentucky,231,34,7854,0,0,0
1967,All wheat,Michigan,1120,36,40320,0,0,0
1967,All wheat,Minnesota,1052,32.1,33795,0,0.3,0
1967,All wheat,Missouri,1682,32,53824,0,0,0
1967,All wheat,Montana,4734,25.2,119136,0.3,0.2,1.8
1967,All wheat,Nebraska,3325,26.5,88112,0,0,0
1967,All wheat,North Dakota,7962,22.2,176855,0,1.5,0
1967,All wheat,Ohio,1514,34,51476,0,0,0
1967,All wheat,Oklahoma,5217,17,88689,0,3,0
1967,All wheat,Oregon,1058,30.2,31988,0,0,8
1967,All wheat,Pennsylvania,480,36,17280,0,0,0
1967,All wheat,South Dakota,2637,28,73892,0,3.1,0
1967,All wheat,Texas,3326,16,53216,0.07,1.5,0
1967,All wheat,Virginia,194,35,6790,0,0,0
1967,All wheat,Washington,2922,40.5,118464,0,0,8
1967,All wheat,West Virginia,20,33,660,0,0,0
1967,All wheat,Wisconsin,63,37.4,2358,0.1,0.2,0
1967,All wheat,Wyoming,310,25.2,8564,2,0,0
1968,All wheat,Colorado,1933,20,38745,0.5,5,0
1968,All wheat,Idaho,1236,45.6,56364,0,0,0.5
1968,All wheat,Illinois,1476,36,53136,0,0,0
1968,All wheat,Indiana,1014,35,35490,0,5,0
1968,All wheat,Iowa,49,38,1862,0,1,0
1968,All wheat,Kansas,9751,26,253526,0,8,0
1968,All wheat,Kentucky,208,30,6240,0,0,0
1968,All wheat,Michigan,885,36,31860,0,0,0
1968,All wheat,Minnesota,1018,32.9,33532,0,2.8,0
1968,All wheat,Missouri,1278,33,42174,0,3,0
1968,All wheat,Montana,4550,27.7,125869,0,0,0
1968,All wheat,Nebraska,3159,32,101088,0,2,0
1968,All wheat,North Dakota,7903,27.1,213867,0,1.8,0
1968,All wheat,Ohio,1226,37,45362,0,0,0
1968,All wheat,Oklahoma,5321,23,122383,0,2.5,0
1968,All wheat,Oregon,982,30.7,30162,0,0,0.5
1968,All wheat,Pennsylvania,394,32,12608,0,0,0
1968,All wheat,South Dakota,2418,27.2,65729,0,7.2,0
1968,All wheat,Texas,3825,22,84150,2,5,0
1968,All wheat,Virginia,169,34,5746,0,0,0
1968,All wheat,Washington,2766,39.4,108975,0,0,1
1968,All wheat,West Virginia,16,28.5,456,0,0,0
1968,All wheat,Wisconsin,60,35.7,2144,0,0.2,0
1968,All wheat,Wyoming,290,29.2,8466,0,2,0
1969,All wheat,California,355,34,12080,0.1,0,0
1969,All wheat,Colorado,2145,21,45045,0.5,4.9,0
1969,All wheat,Idaho,1051,45.6,47982,0,0.5,0
1969,All wheat,Illinois,1301,37,48137,0,0,0
1969,All wheat,Indiana,899,39,35061,0,3,0
1969,All wheat,Iowa,43,32,1376,0,0,0
1969,All wheat,Kansas,9849,31,305319,0,0,0
1969,All wheat,Kentucky,183,34,6222,0,0,0
1969,All wheat,Michigan,628,40,25120,0,0,0
1969,All wheat,Minnesota,838,29.4,24607,0,0.2,0
1969,All wheat,Missouri,1035,32,33120,0,0,0
1969,All wheat,Montana,3645,26.6,96794,0,0,0
1969,All wheat,Nebraska,2717,31.5,85586,0,1,0
1969,All wheat,North Dakota,6782,30,203561,0,0.01,0
1969,All wheat,Ohio,1067,37,39479,0,0,0
1969,All wheat,Oklahoma,4150,28.5,118275,0,1.5,0
1969,All wheat,Oregon,788,38.1,30030,0,0.8,2.4
1969,All wheat,Pennsylvania,327,35.5,11608,0,0,0
1969,All wheat,South Dakota,1963,21.9,42915,0,0.7,0
1969,All wheat,Texas,2869,24,68856,0,0.5,0
1969,All wheat,Virginia,157,43,6751,0,0,0
1969,All wheat,Washington,2462,38.7,95242,0,0.8,0
1969,All wheat,West Virginia,14,30,420,0,0,0
1969,All wheat,Wisconsin,44,34.4,1514,0,0.2,0
1969,All wheat,Wyoming,242,20.2,4884,0,0,0
1970,All wheat,California,535,41.4,22175,0,0,0
1970,All wheat,Colorado,2420,28.5,68944,0,1,0
1970,All wheat,Idaho,929,46,42734,0,0,0
1970,All wheat,Illinois,993,36,35748,0,0,0
1970,All wheat,Indiana,744,38.5,29799,0,1,0
1970,All wheat,Iowa,40,35,1400,0,1,0
1970,All wheat,Kansas,9061,33,299013,0,1,0
1970,All wheat,Kentucky,170,36,6120,0,0,0
1970,All wheat,Michigan,565,39,212035,0,0,0
1970,All wheat,Minnesota,830,27.6,22882,0,1.9,0
1970,All wheat,Missouri,932,33.5,31222,0,0,0
1970,All wheat,Montana,3383,25.2,85167,0,0,0
1970,All wheat,Nebraska,2558,38,97204,0,2,0
1970,All wheat,North Dakota,6486,23.6,152826,0,0.7,0
1970,All wheat,Ohio,971,37,35927,0,0,0
1970,All wheat,Oklahoma,3777,26,98202,0,3,0
1970,All wheat,Oregon,708,42.7,30216,0,0,6.7
1970,All wheat,Pennsylvania,298,33,9834,0,0,0
1970,All wheat,South Dakota,1811,21.7,39282,0,2.4,0
1970,All wheat,Texas,2267,24,54408,0,0.5,0
1970,All wheat,Virginia,165,44,7260,0,0,0
1970,All wheat,Washington,2258,44.6,100731,0,0,0
1970,All wheat,West Virginia,14,33,462,2,0,0
1970,All wheat,Wisconsin,40,35.6,1422,0,0.09,0
1970,All wheat,Wyoming,221,28.3,6259,0,0,0
1971,All wheat,Arkansas,306,31.5,9639,0,5,0
1971,All wheat,California,555,36,19965,0,0,0
1971,All wheat,Colorado,2541,27.9,70920,0,2,0
1971,All wheat,Idaho,987,51.3,50623,0,0,0
1971,All wheat,Illinois,983,44,43252,0.5,1,0
1971,All wheat,Indiana,735,45,33075,1,1,0
1971,All wheat,Iowa,36,37,1332,1,0,0
1971,All wheat,Kansas,9061,34.5,312605,0,2,0
1971,All wheat,Kentucky,190,40,7600,0,0,0
1971,All wheat,Michigan,570,36,20520,0,0,0
1971,All wheat,Minnesota,1508,37.8,57014,0,1,0
1971,All wheat,Missouri,848,40.5,34344,0,0,0
1971,All wheat,Montana,4314,26,112011,0,0,0
1971,All wheat,Nebraska,2558,42,107436,0,3,0
1971,All wheat,North Dakota,8982,31.8,285231,0,0.9,0
1971,All wheat,Ohio,981,43.5,42674,0,0,0
1971,All wheat,Oklahoma,3475,20,69500,0,0.5,0
1971,All wheat,Oregon,768,44.5,34200,0,0,1.4
1971,All wheat,Pennsylvania,286,36,10296,0,0,0
1971,All wheat,South Dakota,2288,30.1,68768,0,1.6,0
1971,All wheat,Tennessee,250,35,8750,0,1,0
1971,All wheat,Texas,1496,21,31416,0,0,0
1971,All wheat,Virginia,190,44,8360,0.3,0,0
1971,All wheat,Washington,2489,47.8,118921,0,0,0
1971,All wheat,West Virginia,13,33,429,2,0,0
1971,All wheat,Wisconsin,45,37.4,1685,0,0.08,0
1971,All wheat,Wyoming,230,32.1,7382,0,0,0
1972,All wheat,Arkansas,296,37,10952,0,7.5,0
1972,All wheat,California,487,47.8,23304,0,0,0
1972,All wheat,Colorado,2541,27.9,70920,0.5,4.8,0
1972,All wheat,Georgia,140,20,2800,0,50,0
1972,All wheat,Idaho,958,46.2,44226,0,0,0
1972,All wheat,Illinois,1200,45,54000,0,0,0
1972,All wheat,Indiana,826,48,39648,0,0.5,0
1972,All wheat,Iowa,33,37.5,1238,0,0,0
1972,All wheat,Kansas,9400,33.5,314900,0,1,0
1972,All wheat,Kentucky,216,32.5,7020,0,1,0
1972,All wheat,Michigan,535,40,21400,0,0,0
1972,All wheat,Minnesota,1498,32.9,49292,0,0.5,0
1972,All wheat,Missouri,925,39,36075,0,1,0
1972,All wheat,Montana,3704,26.7,98831,0,0.2,0
1972,All wheat,Nebraska,2556,37,94572,0.5,1,0
1972,All wheat,North Carolina,225,31,6975,0,2,0
1972,All wheat,North Dakota,7507,28.9,216818,0,0.7,0
1972,All wheat,Ohio,1029,45,46305,0,0,0
1972,All wheat,Oklahoma,3900,23,89700,0,3,0
1972,All wheat,Oregon,879,41.9,36848,0,0,0
1972,All wheat,Pennsylvania,269,32,8608,0,0,0
1972,All wheat,South Carolina,136,20,2720,0,16,0
1972,All wheat,South Dakota,1878,28.6,53619,0,7.7,0
1972,All wheat,Tennessee,240,32,7680,0,1,0
1972,All wheat,Texas,2000,22,44000,0,1,0
1972,All wheat,Virginia,218,37,8066,0,0,0
1972,All wheat,Washington,2602,46.9,122083,0,0,0
1972,All wheat,West Virginia,14,35,490,4,1,0
1972,All wheat,Wisconsin,29,31.1,901,0.06,0.15,0
1972,All wheat,Wyoming,232,34.7,8060,0,0,0
1973,All wheat,Arkansas,217,28,6076,0,8,0
1973,All wheat,California,572,54,30880,0,0,0
1973,All wheat,Colorado,2432,24.5,59568,0,4.9,0
1973,All wheat,Georgia,120,27,3240,0,6,0
1973,All wheat,Idaho,1075,45,48395,0,0,0
1973,All wheat,Illinois,1260,30,37800,0,0,0
1973,All wheat,Indiana,703,35,24605,0,0,0
1973,All wheat,Iowa,27,31,837,0,0,0
1973,All wheat,Kansas,10400,37,384800,0,8,0
1973,All wheat,Kentucky,164,33,5412,0,5,0
1973,All wheat,Michigan,568,35,19880,0,5,0
1973,All wheat,Minnesota,2010,38.9,78152,0,0,0
1973,All wheat,Missouri,850,30,25500,0,0,0
1973,All wheat,Montana,4052,23.9,96714,0,0.1,0
1973,All wheat,Nebraska,2680,35,93800,0,3,0
1973,All wheat,North Carolina,160,35,5660,0,2.5,0
1973,All wheat,North Dakota,8913,28.3,252476,0,0.4,0
1973,All wheat,Ohio,720,32,23040,0,0,0
1973,All wheat,Oklahoma,5260,30,157800,0.1,10,0
1973,All wheat,Oregon,1012,34.8,35276,0,0,0
1973,All wheat,Pennsylvania,264,28,7392,0,0,0
1973,All wheat,South Carolina,101,25,2525,0,15,0
1973,All wheat,South Dakota,2268,25.7,58270,0,0,0
1973,All wheat,Tennessee,144,31,4464,0,7.5,0
1973,All wheat,Texas,3400,29,98600,0,1,0
1973,All wheat,Virginia,175,37,6475,0,0,0
1973,All wheat,Washington,2720,32.8,89200,0,0,0
1973,All wheat,West Virginia,12,31,372,5,0,0
1973,All wheat,Wisconsin,27,33,890,0.06,0.4,0
1973,All wheat,Wyoming,240,23.1,5542,0,0,0
1974,All wheat,Alabama,130,23,2990,5,2,0
1974,All wheat,Arkansas,400,26,10400,0,7,0
1974,All wheat,California,750,52,38994,0,0,8
1974,All wheat,Colorado,2654,25.5,67809,0,5,0
1974,All wheat,Florida,30,20,600,20,0,0
1974,All wheat,Georgia,160,23,3680,8,3,0
1974,All wheat,Idaho,1440,43,61860,0,3.9,0
1974,All wheat,Illinois,1790,30,53700,0,0,0
1974,All wheat,Indiana,1390,36,50040,0,0,0
1974,All wheat,Iowa,41,30,1230,0,2,0
1974,All wheat,Kansas,11600,27.5,319000,0.5,15,0
1974,All wheat,Kentucky,390,31.5,12285,0,0,0
1974,All wheat,Michigan,940,40,37600,0,2,0
1974,All wheat,Minnesota,2794,28.9,80862,0,0.5,0
1974,All wheat,Mississippi,162,24,3888,1,5,0
1974,All wheat,Missouri,1310,29,37990,0,1,0
1974,All wheat,Montana,4857,24.7,120108,0,0,2.3
1974,All wheat,Nebraska,4900,34,98600,0.05,6,0
1974,All wheat,North Carolina,290,35,10150,0,5,0
1974,All wheat,North Dakota,10036,20.4,205062,0,0.8,0
1974,All wheat,Ohio,1540,42,64680,0,0,0
1974,All wheat,Oklahoma,6400,21,134400,0,10,0
1974,All wheat,Oregon,1230,42.9,52770,0,0.5,0.9
1974,All wheat,Pennsylvania,350,36,12600,0.2,0.25,0
1974,All wheat,South Carolina,158,25,3950,8,12,0
1974,All wheat,South Dakota,3145,18.4,57770,0,0,0
1974,All wheat,Tennessee,325,29,9425,0,8,0
1974,All wheat,Texas,3300,16,52800,0,10,0
1974,All wheat,Virginia,275,37,10175,0,1,0
1974,All wheat,Washington,3130,34,122200,0,2,2
1974,All wheat,West Virginia,17,33,561,5,0,0
1974,All wheat,Wisconsin,78,36,2853,0,0.1,0
1974,All wheat,Wyoming,263,24.7,6502,0,0,0
1975,All wheat,Alabama,135,24,3240,0,5,0
1975,All wheat,Arkansas,520,30,15600,0,2,0
1975,All wheat,California,1001,62.2,62227,0,0,0
1975,All wheat,Colorado,2260,22.5,50950,0,2,0
1975,All wheat,Florida,20,26,520,0,5,0
1975,All wheat,Georgia,135,27,3645,0,1,0
1975,All wheat,Idaho,1350,44.5,60050,0,0,0
1975,All wheat,Illinois,1730,39,67470,0,0,0
1975,All wheat,Indiana,1500,43,64500,0,0,0
1975,All wheat,Iowa,75,34,2550,0,1,0
1975,All wheat,Kansas,12100,29,350900,0,8,0
1975,All wheat,Kentucky,352,34,11968,0,0.5,0
1975,All wheat,Michigan,1020,38,38760,0,0,0
1975,All wheat,Minnesota,2844,30.9,87839,0,0,0
1975,All wheat,Mississippi,185,24,4440,0,5,0
1975,All wheat,Missouri,1470,33,48510,0,2,0
1975,All wheat,Montana,4975,31.3,155925,0,1,0
1975,All wheat,Nebraska,3070,32,98240,0,3.5,0
1975,All wheat,North Carolina,300,31,9300,0,2,0
1975,All wheat,North Dakota,10213,25.9,264392,0,0.8,0
1975,All wheat,Ohio,1770,42,74340,0,0,0
1975,All wheat,Oklahoma,6700,24,160800,0,10,0
1975,All wheat,Oregon,1215,46.4,56370,0,0,0.9
1975,All wheat,Pennsylvania,345,33,11385,0,1,0
1975,All wheat,South Carolina,155,27,4185,0,2,0
1975,All wheat,South Dakota,3003,21.1,63294,0,0.3,0
1975,All wheat,Tennessee,310,31,9610,0,0.5,0
1975,All wheat,Texas,5700,23,131100,0,3,0
1975,All wheat,Virginia,292,31,9052,0,1,0
1975,All wheat,Washington,3060,47.4,145140,0,1.4,3
1975,All wheat,West Virginia,17,32,544,5,1,0
1975,All wheat,Wisconsin,93,30.3,2820,0,0.1,0
1975,All wheat,Wyoming,273,24.9,6802,0,0,0
1976,Winter,Alabama,125,27,3375,0,2,0
1976,Winter,Arkansas,710,39,27690,0,4,0
1976,Winter,California,860,62,53320,0,0,0
1976,Durum,California,80,80,6400,0,0,0
1976,Winter,Colorado,2200,21.5,47300,0,0,0
1976,Spring,Colorado,23,30,690,0,0,0
1976,Winter,Florida,22,30,660,0,5,0
1976,Winter,Georgia,115,31,3565,0,2,0
1976,Winter,Idaho,890,44,39160,0,5,10
1976,Spring,Idaho,540,54,29160,0,5,10
1976,Winter,Illinois,1850,39,72150,0,1,0
1976,Winter,Indiana,1600,36,57600,0,0,0
1976,Winter,Iowa,85,35,2975,0,0,0
1976,Winter,Kansas,11300,30,339000,0,0,0
1976,Winter,Kentucky,330,31,10230,0,2,0
1976,Winter,Michigan,990,38,37620,0,0,0
1976,Winter,Minnesota,163,26,4238,0,0,0
1976,Spring,Minnesota,3800,32.5,123500,0,0,0
1976,Durum,Minnesota,93,29.5,2744,0,0,0
1976,Winter,Mississippi,180,29,5220,0,3,0
1976,Winter,Missouri,1650,33,54450,0,0,0
1976,Winter,Montana,3080,32,98560,0,0,0
1976,Spring,Montana,2040,29.5,60180,0,0,0
1976,Durum,Montana,295,29,8555,0,0,0
1976,Winter,Nebraska,2950,32,94400,0,0,0
1976,Winter,North Carolina,240,29,6960,0,3,0
1976,Winter,North Dakota,135,28,3780,0,0,0
1976,Spring,North Dakota,7900,24.5,193550,0,0,0
1976,Durum,North Dakota,3620,25,90500,0,0,0
1976,Winter,Ohio,1650,40,66000,0,0,0
1976,Winter,Oklahoma,6300,24,151200,0,2,0
1976,Winter,Oregon,1220,46,56120,0,3,10
1976,Spring,Oregon,113,37,4181,0,0,5
1976,Winter,Pennsylvania,315,30,9450,0,1.5,0
1976,Winter,South Carolina,145,25,3625,0,1,0
1976,Winter,South Dakota,970,18,17460,0,0,0
1976,Spring,South Dakota,1860,11,20460,0,0,0
1976,Durum,South Dakota,160,10,1600,0,0,0
1976,Winter,Tennessee,335,37,12395,0,3,0
1976,Winter,Texas,4700,22,103400,0,1,0
1976,Winter,Virginia,240,32,7680,0,0,0
1976,Winter,Washington,2885,46,132710,0,5,17
1976,Spring,Washington,315,36,11340,0,5,10
1976,Winter,West Virginia,14,32,448,0,0,0
1976,Winter,Wisconsin,64,37,2368,0,0.2,0
1976,Spring,Wisconsin,29,30,870,0,0.1,0
1976,Winter,Wyoming,240,25,6000,0,0,0
1976,Spring,Wyoming,35,25,875,0,0,0
1977,Winter,Alabama,90,28,2520,0,0,0
1977,Winter,Arkansas,660,39,25740,0,1,0
1977,Winter,California,650,64,41600,0,0,0
1977,Durum,California,28,75,2100,0,0,0
1977,Winter,Colorado,2550,22,56100,0,0,0
1977,Spring,Colorado,25,40,1000,0,0,0
1977,Winter,Florida,13,29,377,0,0,0
1977,Winter,Georgia,100,33,3300,0,0,0
1977,Winter,Idaho,830,39,32370,0,0,0
1977,Spring,Idaho,360,51,18360,0,0,0
1977,Winter,Illinois,1590,43,68370,0,0,0
1977,Winter,Indiana,1240,45,55800,0,0,0
1977,Winter,Iowa,85,37,3145,0,0,0
1977,Winter,Kansas,12100,28.5,344850,0,1,0
1977,Winter,Kentucky,274,37,10138,0,0,0
1977,Winter,Michigan,825,40,33000,0,0,0
1977,Winter,Minnesota,105,33,3465,0,0,0
1977,Spring,Minnesota,3140,40,125600,0,0,0
1977,Durum,Minnesota,82,34.5,2829,0,0,0
1977,Winter,Mississippi,105,34,3570,0,0,0
1977,Winter,Missouri,1550,39,60450,0,0,0
1977,Winter,Montana,2800,29,81200,0,0,0
1977,Spring,Montana,2040,22,44880,0,0,0
1977,Durum,Montana,220,22,4840,0,0,0
1977,Winter,Nebraska,2950,35,103250,0,2,0
1977,Winter,North Carolina,200,30,6000,0,0,0
1977,Winter,North Dakota,104,23,2392,0,0,0
1977,Spring,North Dakota,6680,25,167000,0,0,0
1977,Durum,North Dakota,2470,24.5,60515,0,0,0
1977,Winter,Ohio,1540,47,72380,0,0,0
1977,Winter,Oklahoma,6500,27,175500,0,3,0
1977,Winter,Oregon,1130,38,42940,0,0,5
1977,Spring,Oregon,70,34,2380,0,0,0
1977,Winter,Pennsylvania,270,33,8910,0,0,0
1977,Winter,South Carolina,95,29,2755,0,0,0
1977,Winter,South Dakota,680,25,17000,0,0,0
1977,Spring,South Dakota,2200,23.5,51700,0,0.5,0
1977,Durum,South Dakota,136,24,3264,0,0,0
1977,Winter,Tennessee,280,36,10080,0,0,0
1977,Winter,Texas,4700,25,117500,0,0.76,0.05
1977,Winter,Virginia,205,31,6355,0,1,0
1977,Winter,Washington,2800,34,95200,0,0.5,1
1977,Spring,Washington,185,33,6105,0,0,0
1977,Winter,West Virginia,10,31,310,0,5,0
1977,Winter,Wisconsin,60,43,2580,0,0.1,0
1977,Spring,Wisconsin,15,33,495,0,0.1,0
1977,Winter,Wyoming,260,20,5200,0,0,0
1977,Spring,Wyoming,21,20,420,0,0,0
1978,Winter,Alabama,65,26,1690,0,2,0
1978,Winter,Arkansas,300,37,11100,0,4,0
1978,Winter,California,600,62,37200,0,0,0
1978,Durum,California,115,75,8625,0,0,0
1978,Winter,Colorado,2400,23,55200,0,0,0
1978,Spring,Colorado,44,47,2068,0,0,0
1978,Winter,Florida,12,36,432,0,1,0
1978,Winter,Georgia,120,32,3840,0,0,0
1978,Winter,Idaho,815,54,44010,0,3,0
1978,Spring,Idaho,480,64,30720,0,1,4
1978,Winter,Illinois,930,38,35340,0,3.5,0
1978,Winter,Indiana,815,39,31785,0,1,0
1978,Winter,Iowa,55,31,1750,0,0,0
1978,Winter,Kansas,10200,30,306000,0,1.5,0
1978,Winter,Kentucky,195,35,6825,0,2.5,0
1978,Winter,Michigan,450,40,18000,0,2,0
1978,Winter,Minnesota,58,29,1682,0,0,0
1978,Spring,Minnesota,2620,33.5,87770,0,0,0
1978,Durum,Minnesota,98,38.5,3773,0,0,0
1978,Winter,Mississippi,65,31,2015,0,2,0
1978,Winter,Missouri,840,34,28560,0,0,0
1978,Winter,Montana,2700,31,83700,0,0,0
1978,Spring,Montana,1850,29,53650,0,0,0
1978,Durum,Montana,290,30,8700,0,0,0
1978,Winter,Nebraska,2550,32,81600,0,0,0
1978,Winter,North Carolina,180,33,5940,0,0,0
1978,Winter,North Dakota,135,29,3915,0,1,0
1978,Spring,North Dakota,6210,29,180090,0,0,0
1978,Durum,North Dakota,3240,31.5,102060,0,0,0
1978,Winter,Ohio,1125,39,43875,0,0,0
1978,Winter,Oklahoma,5400,27,145800,0,7,0
1978,Winter,Oregon,1100,43,47300,0,2,5
1978,Spring,Oregon,125,37,4625,0,2,10
1978,Winter,Pennsylvania,245,33,8085,0,0,0
1978,Winter,South Carolina,78,33,2574,0,0,0
1978,Winter,South Dakota,700,26,18200,0,1,0
1978,Spring,South Dakota,2200,20,44000,0,0,0
1978,Durum,South Dakota,190,20,3800,0,0,0
1978,Winter,Tennessee,220,35,7700,0,5,0
1978,Winter,Texas,2700,20,54000,0,1.3,0
1978,Winter,Virginia,155,35,5425,0,0,0
1978,Winter,Washington,2600,47,122200,0,8,5
1978,Spring,Washington,310,38,11780,0,8,10
1978,Winter,West Virginia,9,33,297,0,0,0
1978,Winter,Wisconsin,33,36,1188,0,0.2,0
1978,Spring,Wisconsin,12,31,372,0,0,0
1978,Winter,Wyoming,275,26,7150,0,0,0
1978,Spring,Wyoming,19,24,456,0,0,0
1979,Winter,Alabama,95,26,2470,0,2,0
1979,Winter,Arkansas,420,35,14700,0,2,0
1979,Winter,California,780,70,54600,0,0,0
1979,Durum,California,45,80,3600,0,0,0
1979,Winter,Colorado,2600,26,67600,0,0,0
1979,Spring,Colorado,41,63,2583,0,0,0
1979,Winter,Georgia,160,35,5600,0,0,0
1979,Winter,Idaho,850,42,35700,0,0,0
1979,Spring,Idaho,620,62,38440,0,0,0
1979,Winter,Illinois,1300,43,55900,0,1,0
1979,Winter,Indiana,945,47,44415,0,1,0
1979,Winter,Iowa,72,37,2664,0,0,0
1979,Winter,Kansas,10800,38,410400,0,2,0
1979,Winter,Kentucky,290,38,11020,0,0,0
1979,Winter,Louisiana,27,28,756,0,0,0
1979,Winter,Michigan,785,43,33755,0,0,0
1979,Winter,Minnesota,51,35,1785,0,0,0
1979,Spring,Minnesota,2450,35,85750,0,0,0
1979,Durum,Minnesota,77,37,2849,0,0,0
1979,Winter,Mississippi,115,32,3680,0,0,0
1979,Winter,Missouri,1600,44,70400,0,0,0
1979,Winter,Montana,2250,25.5,57375,0,0,0
1979,Spring,Montana,2550,20.5,52275,0,0,0
1979,Durum,Montana,325,21,6825,0,0,0
1979,Winter,Nebraska,2550,34,86700,0,0,0
1979,Winter,North Carolina,210,36,7560,0,1,0
